mac,brand
00-05-12,Zebra Technologies Inc
00-05-03,Iconag
00-05-7A,Overture Networks
00-05-64,Tsinghua Bitway Ltd
00-04-F8,QUALICABLE TV Industria E Com Ltda
00-04-F5,SnowShore Networks Inc.
00-04-F2,Polycom
00-04-F3,FS FORTH-SysTEME GmbH
00-04-ED,Billion Electric Ltd
00-04-E7,Lightpointe Communications Inc.
00-04-E6,Banyan Network Private Limited
00-04-DE,Cisco Systems Inc.
00-04-A2,L.S.I. Japan Ltd
00-04-9B,Cisco Systems Inc.
00-04-99,Chino Corporation
00-04-8E,Ohm Tech Labs Inc.
00-04-A6,SAF Tehnika Ltd
00-04-A8,Broadmax Technologies Inc.
00-04-A1,Pathway Connectivity
00-04-CE,Patria Ailon
00-04-C7,NetMount
00-04-8D, Teo Technologies Inc.
00-04-90,Optical Access
00-04-E1,Infinior Microsystems
00-04-C2,Magnipix Inc.
00-04-86,ITTC, University Of Kansas
00-04-8B,Poscon Corporation
00-04-84,Amann GmbH
00-04-78,G. Star Technology Corporation
00-04-7A,Axxessit ASA
00-04-6A,Navini Networks
00-04-6B,Palm Wireless Inc.
00-04-72,Telelynx Inc.
00-04-64,Pulse-Link Inc
00-04-65,i.s.t isdn-support technik GmbH
00-04-5E,PolyTrax Information Technology AG
00-04-11,Inkra Networks Inc.
00-04-10,Spinnaker Networks Inc.
00-04-12,WaveSmith Networks Inc.
00-04-42,Nact
00-04-45,LMS Skalar Instruments GmbH
00-04-4E,Cisco Systems Inc.
00-04-52,RocketLogix Inc.
00-04-27,Cisco Systems Inc.
00-04-20,Slim Devices Inc.
00-04-3D,Indel AG
00-04-3B,Lava Computer Mfg. Inc.
00-04-31,GlobalStreams Inc.
00-03-C4,Tomra Systems ASA
00-03-C5,Mobotix AG
00-03-BF,Centerpoint Broadband Technologies Inc.
00-03-B9,Hualong Telecom Ltd
00-03-F9,Pleiades Communications Inc.
00-03-FE,Cisco Systems Inc.
00-03-F5,Chip2Chip
00-03-91,Advanced Digital Broadcast Ltd
00-03-AC,Fronius Schweissmaschinen
00-03-99,Dongju Informations & Communications Ltd
00-03-FD,Cisco Systems Inc.
00-03-BA,Oracle Corporation
00-03-AF,Paragea Communications
00-03-0B,Hunter Technology Inc.
00-03-C9,TECOM Ltd
00-03-C1,Packet Dynamics Ltd
00-03-DE,OTC Wireless
00-03-28,Mace Group Inc.
00-03-2B,GAI Datenfunksysteme GmbH
00-03-2C,ABB Switzerland Ltd
00-03-23,Cornet Technology Inc.
00-03-80,SSH Communications Security Corp.
00-03-82,A-One Ltd
00-03-7A,Taiyo Yuden Ltd
00-03-75,NetMedia Inc.
00-03-5A,Photron Limited
00-03-53,Mitac Inc.
00-03-56,Wincor Nixdorf International GmbH
00-03-4F,Sur-Gard Security
00-03-7B,IDEC IZUMI Corporation
00-03-67,Jasmine Networks Inc.
00-03-6A,Mainnet Ltd
00-03-6B,Cisco Systems Inc.
00-03-6C,Cisco Systems Inc.
00-03-8F,Weinschel Corporation
00-03-84,Aeta
00-03-87,Blaze Network Products
00-03-81,Ingenico International
00-03-40,Floware Wireless Systems Ltd
00-01-EC,Ericsson Group
00-03-33,Digitel Ltd
00-03-38,Oak Technology
00-03-39,Eurologic Systems Ltd
00-03-31,Cisco Systems Inc.
00-03-30,Imagenics Ltd
00-03-4A,RIAS Corporation
00-02-CF,ZyGate Communications Inc.
00-02-D1,Vivotek Inc.
00-02-C2,Net Vision Telecom
00-02-B6,Acrosser Technology Ltd
00-02-B1,Anritsu Ltd
00-02-AD,HOYA Corporation
00-02-AE,Scannex Electronics Ltd
00-03-04,Pacific Broadband Communications
00-03-01,Exfo
00-02-FD,Cisco Systems Inc.
00-03-00,Barracuda Networks Inc.
00-02-BD,Bionet Ltd
00-02-BE,Totsu Engineering Inc.
00-02-B9,Cisco Systems Inc.
00-02-BA,Cisco Systems Inc.
00-02-F9,MIMOS Berhad
00-02-F3,Media Serve Ltd
00-02-EA,Focus Enhancements
00-03-13,Access Media SPA
00-03-10,E-Globaledge Corporation
00-03-0A,Argus Technologies
00-03-1E,Optranet Inc.
00-03-15,Cidco Incorporated
00-03-19,Infineon AG
00-02-E7,CAB GmbH & Co KG
00-02-DF,Net Com Systems Inc.
00-02-DB,Netsec
00-02-4B,Cisco Systems Inc.
00-02-4D,Mannesman Dematic Colby Pty Ltd
00-02-50,Geyser Networks Inc.
00-02-48,Pilz GmbH & Co.
00-02-4C,SiByte Inc.
00-02-5A,Catena Networks
00-02-6E,NeGeN Access Inc.
00-02-70,Crewave Ltd
00-02-3B,Ericsson
00-02-39,Visicom
00-02-33,Mantra Communications Inc.
00-02-A2,Hilscher GmbH
00-02-54,WorldGate
00-02-9A,Storage Apps
00-02-8F,Globetek Inc.
00-02-87,Adapcom
00-02-81,Madge Ltd
00-02-63,UPS Manufacturing SRL
00-02-40,Seedek Ltd
00-01-F3,QPS Inc.
00-01-E4,Sitera Inc.
00-01-E3,Siemens AG
00-01-EB,C-CoM Corporation
00-01-F2,Mark Of the Unicorn Inc.
00-01-D9,Sigma Inc.
00-01-C5,Simpler Networks
00-01-C9,Cisco Systems Inc.
00-02-1B,Kollmorgen-Servotronix
00-02-1E,Simtel S.R.L.
00-02-21,DSP Application Ltd
00-01-F7,Image Display Systems Inc.
00-02-00,Net & Sys Ltd
00-01-C4,NeoWave Inc.
00-01-C1,Vitesse Semiconductor Corporation
00-01-D8,Teltronics Inc.
00-02-05,Hitachi Denshi Ltd
00-02-15,Cotas Computer Technology A/B
00-02-2A,Asound Electronic
00-01-8C,Mega Vision
00-01-8F,Kenetec Inc.
00-01-7B,Heidelberger Druckmaschinen AG
00-01-9C,JDS Uniphase Inc.
00-01-A3,Genesys Logic Inc.
00-01-82,Dica Technologies AG
00-01-89,Refraction Technology Inc.
00-01-93,Hanbyul Telecom Ltd
00-30-F5,Wild Lab Ltd
00-01-5D,Oracle Corporation
00-01-73,AMCC
00-01-6C,Foxconn
00-01-75,Radiant Communications Corp.
00-01-AF,Artesyn Embedded Technologies
00-01-8A,ROI Computer AG
00-01-92,Texas Digital Systems
00-01-5C,Cadant Inc.
00-01-69,Celestix Networks Pte Ltd
00-01-6B,LightChip Inc.
00-01-B6,SAEJIN T&M Ltd
00-01-AB,Main Street Networks
00-01-45,Winsystems Inc.
00-01-37,IT Farm Corporation
00-01-3C,TIW Systems
00-01-33,KYOWA Electronic Instruments C
00-01-A5,Nextcomm Inc.
00-01-90,SMK-M
00-01-4C,Berkeley Process Control
00-01-43,Cisco Systems Inc.
00-01-4B,Ennovate Networks Inc.
00-01-3D,RiscStation Ltd
00-01-20,Oscilloquartz S.A.
00-30-46,Controlled Electronic Manageme
00-30-98,Global Converging Technologies
00-30-0D,MMC Technology Inc.
00-30-75,Adtech
00-B0-69,Honewell Oy
00-B0-C2,Cisco Systems Inc.
00-B0-3B,HiQ Networks
00-01-27,OPEN Networks Pty Ltd
00-01-0E,Bri-Link Technologies Ltd
00-30-37,Packard Bell Nec Services
00-30-57,QTelNet Inc.
00-30-FC,Terawave Communications Inc.
00-B0-86,LocSoft Limited
00-30-A2,Lightner Engineering
00-30-42,DeTeWe-Deutsche Telephonwerke
00-B0-C7,Tellabs Operations Inc.
00-B0-2A,ORSYS GmbH
00-01-04,DVICO Ltd
00-01-06,Tews Datentechnik GmbH
00-01-09,Nagano Japan Radio Ltd
00-02-9C,3Com Corporation
00-B0-19,UTC CCS
00-30-6F,Seyeon Tech Ltd
00-30-3D,IVA Corporation
00-30-F4,Stardot Technologies
00-30-52,Elastic Networks
00-30-19,Cisco Systems Inc.
00-30-76,Akamba Corporation
00-30-EC,Borgardt
00-30-F3,At Work Computers
00-30-CC,Tenor Networks Inc.
00-30-B0,Convergenet Technologies
00-30-EB,Turbonet Communications Inc.
00-30-A1,WEBGATE Inc.
00-30-6A,Penta Media Ltd
00-30-86,Transistor Devices Inc.
00-30-44,CradlePoint Inc.
00-30-C2,Comone
00-30-53,Basler AG
00-30-D2,WIN Technologies Ltd
00-30-97,AB Regin
00-30-5F,Hasselblad
00-30-DC,Rightech Corporation
00-30-25,Checkout Computer Systems Ltd
00-30-12,Digital Engineering Ltd
00-30-C6,Control Solutions Inc.
00-30-D6,MSC Vertriebs GmbH
00-30-41,Saejin T & M Ltd
00-30-8C,Quantum Corporation
00-30-E3,Sedona Networks Corp.
00-30-BF,Multidata GmbH
00-D0-0F,Speech Design GmbH
00-30-58,API Motion
00-30-34,SET Engineering
00-30-4A,Fraunhofer IPMS
00-30-8D,Pinnacle Systems Inc.
00-30-A6,Vianet Technologies Ltd
00-D0-BF,Pivotal Technologies
00-30-3C,Onnto Corp.
00-30-24,Cisco Systems Inc.
00-30-F6,Securelogix Corporation
00-D0-2F,Vlsi Technology Inc.
00-30-D8,Sitek
00-30-16,Ishida Ltd
00-D0-B1,Omega Electronics SA
00-D0-16,SCM Microsystems Inc.
00-D0-43,Zonal Retail Data Systems
00-D0-C1,Harmonic Data Systems Ltd
00-D0-AC,Commscope Inc.
00-D0-7C,Koyo Electronics Inc Ltd
00-D0-BC,Cisco Systems Inc.
00-D0-CB,Dasan Ltd
00-D0-19,Dainippon Screen Corporate
00-D0-35,Behavior Tech. Computer Corp.
00-D0-DB,Mcquay International
00-D0-70,Long Well Electronics Corp.
00-D0-29,Wakefern Food Corporation
00-D0-C3,Vivid Technology PTE Ltd
00-D0-13,Primex Aerospace Company
00-D0-A3,Vocal Data Inc.
00-D0-7E,Keycorp Ltd
00-D0-20,AIM System Inc.
00-D0-C8,Prevas A/S
00-50-17,RSR S.R.L.
00-50-65,TDK-Lambda Corporation
00-50-B9,Xitron Technologies Inc.
00-50-6B,SPX-Ateg
00-D0-76,Bank Of America
00-D0-51,O2 Micro Inc.
00-D0-BB,Cisco Systems Inc.
00-D0-6E,Trendview Recorders Ltd
00-D0-5C,KATHREIN TechnoTrend GmbH
00-D0-EA,Nextone Communications Inc.
00-D0-64,Multitel
00-D0-5E,Stratabeam Technology Inc.
00-D0-AA,Chase Communications
00-D0-5D,Intelliworxx Inc.
00-D0-A1,Oskar Vierling GmbH + Co. KG
00-D0-06,Cisco Systems Inc.
00-D0-2A,Voxent Systems Ltd
00-D0-8F,Ardent Technologies Inc.
00-D0-FA,Thales e-Security Ltd
00-D0-EB,Lightera Networks Inc.
00-50-A1,Carlo Gavazzi Inc.
00-D0-C0,Cisco Systems Inc.
00-D0-68,Iwill Corporation
00-50-29,1394 Printer Working Group
00-50-81,Murata Machinery Ltd
00-50-AC,Maple Computer Corporation
00-50-49,Arbor Networks Inc
00-50-0D,Satori Electoric Ltd
00-50-A3,TransMedia Communications Inc.
00-50-A4,IO Tech Inc.
00-50-5C,Tundo Corporation
00-50-B3,Voiceboard Corporation
00-50-8C,RSI Systems
00-50-E1,NS Tech Electronics SDN BHD
00-50-DE,Signum Systems Corp.
00-50-75,Kestrel Solutions
00-50-ED,Anda Networks
00-50-96,Salix Technologies Inc.
00-50-12,CBL - GmbH
00-50-F2,Microsoft Corporation
00-50-4A,Elteco A.S.
00-50-C1,Gemflex Networks Ltd
00-50-CF,Vanlink Communication Technology Research Institute
00-50-24,Navic Systems Inc.
00-90-BD,Omnia Communications Inc.
00-90-B4,Willowbrook Technologies
00-90-03,Aplio
00-90-31,Mysticom Ltd
00-90-9D,NovaTech Process Solutions LLC
00-90-DD,MIHARU CoMMUNICATIONS Inc
00-90-28,Nippon Signal Ltd
00-90-7D,Lake Communications
00-90-C9,DPAC Technologies
00-50-7B,Merlot Communications
00-50-CD,Digianswer A/S
00-50-2D,Accel Inc.
00-50-3A,Datong Electronics Ltd
00-50-87,Terasaki Electric Ltd
00-50-26,Cosystems Inc.
00-90-2C,Data & Control Equipment Ltd
00-90-1D,PEC (NZ) Ltd
00-90-97,Sycamore Networks
00-90-25,BAE Systems Australia (Electronic Systems) Pty Ltd
00-90-4C,Epigram Inc.
00-90-84,Atech System
00-90-6A,Turnstone Systems Inc.
00-90-87,Itis
00-90-51,Ultimate Technology Corp.
00-90-26,Advanced Switching Communications Inc.
00-90-D3,GIESECKE & DEVRIENT GmbH
00-90-67,WalkAbout Computers Inc.
00-90-2A,Communication Devices Inc.
00-90-0D,Overland Storage Inc.
00-90-CF,Nortel Networks
00-90-72,Simrad AS
00-90-2F,Netcore Systems Inc.
00-90-98,SBC Designs Inc.
00-90-45,Marconi Communications
00-90-36,ens Inc.
00-90-8B,Tattile SRL
00-90-44,Assured Digital Inc.
00-90-91,DigitalScape Inc.
00-90-7E,Vetronix Corp.
00-90-50,Teleste Corporation
00-90-4D,Spec S.A.
00-90-FD,CopperCom Inc.
00-90-39,Shasta Networks
00-90-FC,Network Computing Devices
00-90-14,Rotork Instruments Ltd
00-90-8D,Vickers Electronics Systems
00-90-42,ECCS Inc.
00-90-33,Innovaphone AG
00-90-02,Allgon AB
00-10-D4,Storage Computer Corporation
00-06-29,IBM Corp
00-10-A9,Adhoc Technologies
00-10-8A,TeraLogic Inc.
00-10-24,Nagoya Electric Works Ltd
00-10-D6,Exelis
00-10-48,Htrc Automation Inc.
00-10-97,WinNet Metropolitan Communications Systems Inc.
00-10-85,Polaris Communications Inc.
00-10-0C,ITO Ltd
00-10-06,Thales Contact Solutions Ltd
00-90-09,I Controls Inc.
00-90-8E,Nortel Networks Broadband Access
00-90-7C,Digitalcast Inc.
00-01-FE,Digital Equipment Corporation
00-90-BE,IBC/Integrated Business Computers
00-10-3C,IC Ensemble Inc.
00-10-19,SIRONA DENTAL SysTEMS GmbH & Co. KG
00-90-DE,Cardkey Systems Inc.
00-90-6B,Applied Resources Inc.
00-10-E2,ArrayComm Inc.
00-10-D2,Nitto Tsushinki Ltd
00-10-D9,IBM Japan, Fujisawa MT+D
00-90-66,Troika Networks Inc.
00-10-94,Performance Analysis Broadband, Spirent plc
00-10-50,Rion Ltd
00-10-9C,M-System Ltd
00-10-CE,Volamp Ltd
00-10-B2,Coactive Aesthetics
00-10-5F,Zodiac Data Systems
00-10-3E,Netschools Corporation
00-10-CB,Facit K.K.
00-10-E0,Oracle Corporation
00-10-7C,P-CoM Inc.
00-10-BD,THE Telecommunication Technology Committee (TTC)
00-10-08,Vienna Systems Corporation
00-10-D1,Top Layer Networks Inc.
00-10-6A,Digital Microwave Corporation
00-10-6F,Trenton Technology Inc.
00-10-34,GNP Computers
00-10-44,InnoLabs Corporation
00-10-A1,Kendin Semiconductor Inc.
00-10-A8,Reliance Computer Corp.
00-10-6E,Tadiran CoM Ltd
00-10-9A,Netline
00-10-89,WebSonic
00-10-E6,Applied Intelligent Systems Inc.
00-10-3B,Hippi Networking Forum
00-E0-83,Jato Technologies Inc.
00-E0-72,Lynk
00-E0-AD,EES Technology Ltd
00-E0-94,Osai SRL
00-E0-32,Misys Financial Systems Ltd
00-E0-C0,Seiwa Electric MFG Ltd
00-E0-D1,Telsis Limited
00-E0-F0,Abler Technology Inc.
00-E0-02,Crossroads Systems Inc.
00-E0-D6,Computer & Communication Research LAB.
00-E0-74,Tiernan Communications Inc.
00-E0-D9,Tazmo Ltd
00-E0-55,Ingenieria Electronica Comercial Inelcom S.A.
00-E0-B4,Techno Scope Ltd
00-E0-71,Epis Microcomputer
00-E0-66,ProMax Systems Inc.
00-E0-93,Ackfin Networks
00-E0-42,Pacom Systems Ltd
00-E0-EB,Digicom Systems Inc.orporated
00-E0-1C,Cradlepoint Inc.
00-E0-27,DUX Inc.
00-E0-4B,JUMP IndUSTRIELLE CoMPUTERTECHNIK GmbH
00-E0-97,Carrier Access Corporation
00-E0-89,ION Networks Inc.
00-E0-70,DH Technology
00-E0-5C,PHC Corporation
00-E0-24,Gadzoox Networks
00-60-5B,IntraServer Technology Inc.
00-60-D7,Ecole Polytechnique Federale de Lausanne (Epfl)
00-E0-BA,BERGHOF AUTOMATIONSTECHNIK GmbH
00-E0-21,Freegate Corp.
00-E0-5B,West END Systems Corp.
00-E0-44,Lsics Corporation
00-E0-CA,Best Data Products
00-E0-A7,IPC Information Systems Inc.
00-E0-62,Host Engineering
00-E0-CE,ARN
00-E0-5F,e-Net Inc.
00-E0-1F,AVIDIA Systems Inc.
00-E0-D0,Netspeed Inc.
00-E0-60,Sherwood
00-E0-6A,Kapsch AG
00-E0-01,Strand Lighting Limited
00-E0-D8,LANBit Computer Inc.
00-E0-E7,Raytheon E-Systems Inc.
00-E0-3C,AdvanSys
00-E0-73,National Amusement Network Inc.
00-60-66,LACROIX Trafic
00-60-F4,ADVANCED CoMPUTER SOLUTIONS Inc.
00-60-60,Data Innovations North America
00-60-35,Dallas Semiconductor Inc.
00-60-07,Acres Gaming Inc.
00-60-58,Copper Mountain Communications Inc.
00-60-FB,Packeteer Inc.
00-60-C1,WaveSpan Corporation
00-60-3C,Hagiwara Sys- Ltd
00-60-7D,Sentient Networks Inc.
00-60-19,Roche Diagnostics
00-60-59,Technical Communications Corp.
00-60-03,Teraoka Weigh System PTE Ltd
00-60-7A,DVS GmbH
00-60-F3,Performance Analysis Broadband, Spirent plc
00-60-7C,WaveAccess Ltd
00-60-A0,Switched Network Technologies Inc.
00-60-17,Tokimec Inc.
00-60-26,VIKING Modular Solutions
00-60-6E,Davicom Semiconductor Inc.
00-60-C7,Amati Communications Corp.
10-00-E8,National Semiconductor
00-60-73,Redcreek Communications Inc.
00-60-FD,NetICs Inc.
00-60-CB,Hitachi Zosen Corporation
00-60-C8,Kuka Welding Systems & Robots
00-60-23,Pericom Semiconductor Corp.
00-60-63,Psion Dacom PLC.
00-60-31,HRK Systems
00-60-0E,Wavenet International Inc.
00-60-A3,Continuum Technology Corp.
00-60-3D,3CX
00-60-ED,Ricardo Test Automation Ltd
00-60-12,Power Computing Corporation
00-60-4D,MMC Networks Inc.
00-60-F7,Datafusion Systems
00-60-20,Pivotal Networking Inc.
00-60-C0,Nera Networks AS
00-60-77,Prisa Networks
00-60-94,IBM Corp
00-60-AB,Larscom Incorporated
00-60-DD,Myricom Inc.
00-60-46,Vmetro Inc.
00-60-68,Dialogic Corporation
00-60-5A,Celcore Inc.
00-60-95,Accu-Time Systems Inc.
00-60-8A,Citadel Computer
00-60-93,Varian
00-A0-3F,Computer Society Microprocessor & Microprocessor Standards C
00-A0-2D,1394 Trade Association
00-A0-7C,Tonyang Nylon Ltd
00-A0-9A,Nihon Kohden America
00-A0-93,B/E AEROSPACE Inc.
00-A0-78,Marconi Communications
00-A0-BF,Wireless Data Group Motorola
00-A0-5F,BTG Electronics Design BV
00-A0-CD,DR. JOHANNES HEIDENHAIN GmbH
00-A0-DA,INTEGRATED SysTEMS Technology Inc.
00-A0-2A,Trancell Systems
00-A0-1C,Nascent Networks Corporation
00-A0-8F,Desknet Systems Inc.
00-A0-CC,Lite-ON Communications Inc.
00-A0-E6,Dialogic Corporation
00-A0-4A,Nisshin Electric Ltd
00-A0-35,Cylink Corporation
00-A0-3D,Opto-22
00-A0-56,Micropross
00-A0-E1,Westport Research Associates Inc.
00-A0-B7,Cordant Inc.
00-A0-26,Teldat, S.A.
00-A0-23,Applied Creative Technology Inc.
00-A0-89,Xpoint Technologies Inc.
00-A0-07,Apexx Technology Inc.
00-A0-47,Integrated Fitness Corp.
00-A0-32,GES Singapore PTE Ltd
00-A0-E3,XKL Systems Corp.
00-A0-14,Csir
00-A0-15,Wyle
00-A0-6A,Verilink Corporation
00-A0-18,Creative Controllers Inc.
00-A0-FE,Boston Technology Inc.
00-A0-EB,Encore Networks Inc.
00-A0-7D,Seeq Technology Inc.
00-A0-D9,Convex Computer Corporation
00-A0-70,Coastcom
00-20-DE,Japan Digital Laborat'Y Ltd
00-20-0B,Octagon Systems Corp.
00-20-94,Cubix Corporation
00-20-F7,Cyberdata Corporation
00-20-D7,JAPAN MINICOMPUTER SysTEMS Ltd
00-20-C3,Counter Solutions Ltd
00-20-47,Steinbrecher Corp.
00-20-D5,Vipa GmbH
00-20-1A,MRV Communications Inc.
00-20-F2,Oracle Corporation
00-20-B8,Prime Option Inc.
00-20-AD,Linq Systems
00-20-7D,Advanced Computer Applications
00-20-2F,Zeta Communications Ltd
00-20-9A,THE 3DO Company
00-20-62,Scorpion Logic Ltd
00-20-81,Titan Electronics
00-20-D9,Panasonic Technologies Inc./Mieco-US
00-20-6F,Flowpoint Corporation
00-20-20,Megatron Computer Industries Pty Ltd
00-20-1B,Northern Telecom/Network
00-20-F3,Raynet Corporation
00-20-90,Advanced Compression Technology Inc.
00-20-C0,Pulse Electronics Inc.
00-20-7E,Finecom Ltd
00-20-4E,Network Security Systems Inc.
00-20-CA,Digital Ocean
00-20-95,Riva Electronics
00-20-FB,Octel Communications Corp.
00-20-70,Hynet Ltd
00-20-BE,LAN Access Corp.
00-20-3F,Juki Corporation
00-20-A9,White Horse Industrial
00-20-96,Invensys
00-20-4A,Pronet GmbH
00-20-FF,Symmetrical Technologies
00-20-44,Genitech Pty Ltd
00-20-EF,USC Corporation
00-20-30,Analog & Digital Systems
00-20-AC,Interflex Datensysteme GmbH
00-20-D8,Nortel Networks
00-20-66,General Magic Inc.
00-20-01,DSP Solutions Inc.
00-20-BF,Aehr Test Systems
00-20-53,Huntsville Microsystems Inc.
00-20-A1,Dovatron
00-C0-2F,Okuma Corporation
00-C0-1E,LA Francaise DES Jeux
00-C0-E1,Sonic Solutions
00-20-36,BMC Software
00-20-F8,Carrera Computers Inc.
00-C0-65,Scope Communications Inc.
00-C0-79,Fonsys Ltd
00-C0-0F,Quantum Software Systems Ltd
00-C0-87,Uunet Technologies Inc.
00-C0-06,Nippon Avionics Ltd
00-C0-A4,Unigraf Oy
00-C0-29,Nexans Deutschland GmbH - ANS
00-C0-FA,Canary Communications Inc.
00-C0-3A,MEN-Mikro Elektronik GmbH
00-C0-40,Ecci
00-C0-1C,Interlink Communications Ltd
00-C0-42,Datalux Corp.
00-C0-71,Areanex Communications Inc.
00-C0-44,Emcom Corporation
00-C0-E6,Verilink Corporation
00-C0-96,Tamura Corporation
00-C0-4E,Comtrol Corporation
00-C0-3F,Stores Automated Systems Inc.
00-C0-36,Raytech Electronic Corp.
00-C0-A2,Intermedium A/S
00-C0-53,Aspect Software Inc.
00-C0-CC,Telesciences Co Systems Inc.
00-C0-CE,CEI Systems & Engineering PTE
00-40-4F,Space & Naval Warfare Systems
00-40-8F,WM-Data Minfo AB
00-40-D7,Studio GEN Inc.
00-40-57,Lockheed - Sanders
00-40-17,Silex Technology America
00-C0-D9,Quinte Network Confidentiality
00-C0-B1,Genius NET Co.
00-C0-D2,Syntellect Inc.
00-C0-7E,Kubota Corporation Electronic
00-C0-DD,QLogic Corporation
00-C0-1B,Socket Communications Inc.
00-40-6F,Sync Research Inc.
00-40-F3,Netcor
00-40-4B,Maple Computer Systems
00-40-33,Addtron Technology Ltd
00-C0-8E,Network Information Technology
00-C0-C7,Sparktrum Microsystems Inc.
00-C0-C4,Computer Operational
00-C0-12,Netspan Corporation
00-40-AD,SMA Regelsysteme GmbH
00-40-6D,Lanco Inc.
00-40-CD,Tera Microsystems Inc.
00-40-F5,OEM Engines
00-40-39,Optec Daiichi Denko Ltd
00-40-79,Juko Manufacture Company Ltd
00-C0-20,Arco Electronic, Control Ltd
00-C0-E7,Fiberdata AB
00-C0-5F,Fine-PAL Company Limited
00-40-AE,Delta Controls Inc.
00-40-F6,Katron Computers Inc.
00-40-86,Michels & Kleberhoff Computer
00-40-92,ASP Computer Products Inc.
00-40-68,Extended Systems
00-40-78,Wearnes Automation PTE Ltd
00-40-F4,Cameo Communications Inc.
00-40-B4,Nextcom K.K.
00-40-B0,Bytex Corporation, Engineering
00-80-D9,EMK Elektronik GmbH & Co. KG
00-40-59,Yoshida Kogyo K. K.
00-40-95,R.P.T. Intergroups Int'l Ltd
00-40-35,Opcom
00-40-5C,Future Systems Inc.
00-40-61,Datatech Enterprises Ltd
00-00-8C,Alloy Computer Products (Australia) Pty Ltd
00-40-B9,Macq Electronique SA
00-40-BB,Goldstar Cable Ltd
00-40-B1,Codonics Inc.
00-40-F8,Systemhaus Discom
00-40-D2,Pagine Corporation
00-40-24,Compac Inc.
00-40-E9,Accord Systems Inc.
00-40-03,Emerson Process Management Power & Water Solutions Inc.
00-40-90,Ansel Communications
00-40-C5,Micom Communications Inc.
00-40-20,CommScope Inc
00-40-48,SMD Informatica S.A.
00-40-7C,Qume Corporation
00-40-7F,FLIR Systems
00-40-2D,Harris Adacom Corporation
00-80-A6,Republic Technology Inc.
00-40-DE,Elsag Datamat spa
00-40-C9,Ncube
00-80-32,Access Ltd
00-80-CF,Embedded Performance Inc.
00-80-90,Microtek International Inc.
00-40-44,Qnix Computer Ltd
00-80-C4,Document Technologies Inc.
00-80-5B,Condor Systems Inc.
00-80-43,Networld Inc.
00-40-DF,Digalog Systems Inc.
00-40-09,Tachibana Tectron Ltd
00-40-A0,Goldstar Ltd
00-40-FC,IBR Computer Technik GmbH
00-80-AF,Allumer Ltd
00-80-84,THE Cloud Inc.
00-80-F3,SUN Electronics Corp.
00-80-99,Eaton Industries GmbH
00-80-8D,Westcoast Technology B.V.
00-80-BE,Aries Research
00-80-15,Seiko Systems Inc.
00-80-D2,Shinnihondenko Ltd
00-80-89,Tecnetics (Pty) Ltd
00-80-6F,Onelan Ltd
00-80-81,Kendall Square Research Corp.
00-80-9C,Luxcom Inc.
00-80-65,Cybergraphic Systems Pty Ltd
00-80-19,Dayna Communications Inc.
00-80-50,Ziatech Corporation
00-80-A4,Liberty Electronics
00-80-CD,Micronics Computer Inc.
00-80-03,Hytec Electronics Ltd
00-80-52,Technically Elite Concepts
00-80-5D,Canstar
00-80-4F,Daikin Industries Ltd
00-80-05,Cactus Computer Inc.
00-80-6D,Century Systems Corp.
00-80-94,Alfa Laval Automation AB
00-00-41,ICE Corporation
00-00-86,Megahertz Corporation
00-00-92,Cogent Data Technologies
00-00-58,Racore Computer Products Inc.
00-80-74,Fisher Controls
00-80-30,Nexus Electronics
00-00-55,Commissariat A L`Energie Atom.
00-80-C9,Alberta Microelectronic Centre
00-80-0C,Videcom Limited
00-80-7D,Equinox Systems Inc.
00-80-63,Hirschmann Automation and Control GmbH
00-80-EE,Thomson CSF
00-80-8E,Radstone Technology
00-80-96,Human Designed Systems Inc.
00-80-3E,Synernetics
00-80-CE,Broadcast Television Systems
00-80-1A,Bell Atlantic
00-80-DE,Gipsi S.A.
00-80-02,Satelcom (UK) Ltd
00-80-64,Wyse Technology LLC
00-80-48,Compex Incorporated
00-80-85,H-Three Systems Corporation
00-80-4C,Contec Ltd
00-80-8F,C. Itoh Electronics Inc.
00-00-52,Intrusion.com Inc.
00-80-FF,SOC. de Teleinformatique RTC
00-00-F7,Youth Keep Enterprise Ltd
00-00-C7,Arix Corporation
00-00-D1,Adaptec Incorporated
00-00-16,DU Pont Pixel Systems
00-00-E1,Grid Systems
00-00-81,Bay Networks
00-00-29,IMC Networks Corp.
00-00-0A,Omron Tateisi Electronics Co.
00-00-0D,Fibronics Ltd
00-00-24,Connect AS
00-00-67,Soft * Rite Inc.
00-00-D2,SBE Inc.
00-00-37,Oxford Metrics Limited
00-00-FB,Rechner ZUR Kommunikation
00-00-E2,Acer Technologies Corp.
00-00-BA,Siig Inc.
00-00-2A,TRW - Sedd/INP
00-00-2C,Autotote Limited
00-00-83,Tadpole Technology PLC
00-00-F3,Gandalf Data Limited
00-00-B0,RND-RAD Network Devices
00-00-CF,Hayes Microcomputer Products
00-00-56,DR. B. Struck
00-00-6C,Private
00-00-A9,Network Systems Corp.
00-00-EF,KTI
00-00-25,Ramtek Corp.
00-00-AF,Canberra Industries Inc.
00-00-76,Abekas Video System
08-00-55,Stanford Telecomm Inc.
08-00-53,Middle East Tech. University
08-00-8E,Tandem Computers
08-00-84,Tomen Electronics Corp.
08-00-85,Elxsi
08-00-82,Veritas Software
08-00-80,AES Data Inc.
